--- 分析日志 for: .\VAH02.csv ---
--- 协议: Extended cruise (1000 sec) ---

发现 4415 个由Ns变化定义的片段。

片段 #     | 起始时间(s)         | 持续(s)      | 状态标签                                | 依据 (I, V, P)
44       | 59009.91        | 621.89     | 静置 (Rest)                           | I=    0.0mA, V=3.58V, P=  0.00W
45       | 59661.80        | 1765.65    | 恒流充电 (CC Charge)                    | I= 2990.9mA, V=3.96V, P= 11.83W
46       | 61457.44        | 1634.01    | 恒压充电 (CV Charge)                    | I= 1030.4mA, V=4.20V, P=  4.33W
47       | 63121.45        | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
48       | 63991.51        | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14554.4mA, V=3.71V, P=-53.99W
49       | 64066.46        | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4263.5mA, V=3.77V, P=-16.05W
50       | 65066.45        | 105.00     | 任务剖面: 降落 (Landing)                  | I=-17131.4mA, V=3.15V, P=-53.87W
51       | 65172.45        | 677.05     | 静置 (Rest)                           | I=    0.0mA, V=3.58V, P=  0.00W
52       | 65879.50        | 1766.90    | 恒流充电 (CC Charge)                    | I= 2990.5mA, V=3.96V, P= 11.83W
53       | 67676.40        | 1562.85    | 恒压充电 (CV Charge)                    | I= 1054.2mA, V=4.20V, P=  4.43W
54       | 69269.25        | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
55       | 70139.30        | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14535.7mA, V=3.72V, P=-53.99W
56       | 70214.25        | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4261.7mA, V=3.77V, P=-16.05W
57       | 71214.25        | 105.00     | 任务剖面: 降落 (Landing)                  | I=-17123.8mA, V=3.15V, P=-53.87W
58       | 71320.25        | 727.21     | 静置 (Rest)                           | I=    0.0mA, V=3.58V, P=  0.00W
59       | 72077.46        | 1772.82    | 恒流充电 (CC Charge)                    | I= 2990.0mA, V=3.96V, P= 11.84W
60       | 73880.27        | 1738.54    | 恒压充电 (CV Charge)                    | I=  968.5mA, V=4.20V, P=  4.07W
61       | 75648.82        | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
62       | 76518.87        | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14523.1mA, V=3.72V, P=-53.99W
63       | 76593.82        | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4258.7mA, V=3.77V, P=-16.05W
64       | 77593.82        | 105.00     | 任务剖面: 降落 (Landing)                  | I=-17101.6mA, V=3.15V, P=-53.87W
65       | 77699.82        | 713.98     | 静置 (Rest)                           | I=    0.0mA, V=3.59V, P=  0.00W
66       | 78443.80        | 1768.23    | 恒流充电 (CC Charge)                    | I= 2990.1mA, V=3.96V, P= 11.83W
67       | 80242.03        | 1715.22    | 恒压充电 (CV Charge)                    | I=  960.6mA, V=4.20V, P=  4.03W
68       | 81987.25        | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
69       | 82857.30        | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14509.4mA, V=3.72V, P=-53.99W
70       | 82932.25        | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4257.9mA, V=3.77V, P=-16.06W
71       | 83932.25        | 105.00     | 任务剖面: 降落 (Landing)                  | I=-17088.1mA, V=3.16V, P=-53.87W
72       | 84038.24        | 774.19     | 静置 (Rest)                           | I=    0.0mA, V=3.59V, P=  0.00W
73       | 84842.44        | 1769.48    | 恒流充电 (CC Charge)                    | I= 2990.3mA, V=3.96V, P= 11.83W
74       | 86641.91        | 1701.05    | 恒压充电 (CV Charge)                    | I=  970.9mA, V=4.20V, P=  4.08W
75       | 88372.96        | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
76       | 89243.01        | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14509.5mA, V=3.72V, P=-53.99W
77       | 89317.96        | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4257.8mA, V=3.77V, P=-16.05W
78       | 90317.96        | 105.00     | 任务剖面: 降落 (Landing)                  | I=-17105.8mA, V=3.15V, P=-53.87W
79       | 90423.96        | 746.93     | 静置 (Rest)                           | I=    0.0mA, V=3.59V, P=  0.00W
80       | 91200.88        | 1769.47    | 恒流充电 (CC Charge)                    | I= 2990.7mA, V=3.96V, P= 11.83W
81       | 93000.35        | 1704.28    | 恒压充电 (CV Charge)                    | I=  971.1mA, V=4.20V, P=  4.08W
82       | 94734.62        | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
83       | 95604.68        | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14515.3mA, V=3.72V, P=-54.00W
84       | 95679.63        | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4258.6mA, V=3.77V, P=-16.05W
85       | 96679.62        | 105.00     | 任务剖面: 降落 (Landing)                  | I=-17119.0mA, V=3.15V, P=-53.87W
86       | 96785.62        | 732.24     | 静置 (Rest)                           | I=    0.0mA, V=3.58V, P=  0.00W
87       | 97547.86        | 1768.62    | 恒流充电 (CC Charge)                    | I= 2990.3mA, V=3.96V, P= 11.83W
88       | 99346.49        | 1712.49    | 恒压充电 (CV Charge)                    | I=  958.6mA, V=4.20V, P=  4.03W
89       | 101088.98       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
90       | 101959.03       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14520.6mA, V=3.72V, P=-53.99W
91       | 102033.98       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4259.4mA, V=3.77V, P=-16.05W
92       | 103033.98       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-17141.0mA, V=3.15V, P=-53.87W
93       | 103139.98       | 719.37     | 静置 (Rest)                           | I=    0.0mA, V=3.58V, P=  0.00W
94       | 103889.35       | 1768.70    | 恒流充电 (CC Charge)                    | I= 2990.3mA, V=3.96V, P= 11.83W
95       | 105688.05       | 1720.72    | 恒压充电 (CV Charge)                    | I=  960.3mA, V=4.20V, P=  4.03W
96       | 107438.77       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
97       | 108308.82       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14523.9mA, V=3.72V, P=-53.99W
98       | 108383.77       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4260.1mA, V=3.77V, P=-16.05W
99       | 109383.77       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-17162.1mA, V=3.14V, P=-53.87W
100      | 109489.77       | 691.69     | 静置 (Rest)                           | I=    0.0mA, V=3.58V, P=  0.00W
101      | 110211.46       | 1766.79    | 恒流充电 (CC Charge)                    | I= 2990.1mA, V=3.96V, P= 11.83W
102      | 112008.25       | 1734.21    | 恒压充电 (CV Charge)                    | I=  964.1mA, V=4.20V, P=  4.05W
103      | 113772.46       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
104      | 114642.51       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14535.6mA, V=3.72V, P=-54.00W
105      | 114717.46       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4262.2mA, V=3.77V, P=-16.06W
106      | 115717.46       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-17185.9mA, V=3.14V, P=-53.87W
107      | 115823.46       | 687.40     | 静置 (Rest)                           | I=    0.0mA, V=3.58V, P=  0.00W
108      | 116540.85       | 1766.29    | 恒流充电 (CC Charge)                    | I= 2990.3mA, V=3.96V, P= 11.83W
109      | 118337.14       | 1742.47    | 恒压充电 (CV Charge)                    | I=  953.0mA, V=4.20V, P=  4.00W
110      | 120109.61       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
111      | 120979.67       | 74.94      | 任务剖面: 起飞 (Take-off)                 | I=-14540.2mA, V=3.71V, P=-53.99W
112      | 121054.61       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4262.6mA, V=3.77V, P=-16.05W
113      | 122054.61       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-17201.7mA, V=3.14V, P=-53.87W
114      | 122160.61       | 681.10     | 静置 (Rest)                           | I=    0.0mA, V=3.58V, P=  0.00W
115      | 122871.70       | 1767.21    | 恒流充电 (CC Charge)                    | I= 2990.6mA, V=3.95V, P= 11.83W
116      | 124668.92       | 1741.72    | 恒压充电 (CV Charge)                    | I=  952.6mA, V=4.20V, P=  4.00W
117      | 126440.64       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
118      | 127310.69       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14545.1mA, V=3.71V, P=-53.99W
119      | 127385.64       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4262.6mA, V=3.77V, P=-16.05W
120      | 128385.64       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-17213.4mA, V=3.13V, P=-53.87W
121      | 128491.64       | 674.97     | 静置 (Rest)                           | I=    0.0mA, V=3.58V, P=  0.00W
122      | 129196.61       | 1767.30    | 恒流充电 (CC Charge)                    | I= 2990.6mA, V=3.95V, P= 11.83W
123      | 130993.91       | 1750.88    | 恒压充电 (CV Charge)                    | I=  953.5mA, V=4.20V, P=  4.00W
124      | 132774.79       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
125      | 133644.84       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14546.6mA, V=3.71V, P=-53.99W
126      | 133719.79       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4262.8mA, V=3.77V, P=-16.05W
127      | 134719.79       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-17223.3mA, V=3.13V, P=-53.87W
128      | 134825.79       | 668.23     | 静置 (Rest)                           | I=    0.0mA, V=3.58V, P=  0.00W
129      | 135524.02       | 1766.88    | 恒流充电 (CC Charge)                    | I= 2990.2mA, V=3.95V, P= 11.82W
130      | 137320.90       | 1755.88    | 恒压充电 (CV Charge)                    | I=  954.8mA, V=4.20V, P=  4.01W
131      | 139106.78       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
132      | 139976.83       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14549.8mA, V=3.71V, P=-53.99W
133      | 140051.79       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4263.7mA, V=3.77V, P=-16.05W
134      | 141051.78       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-17238.1mA, V=3.13V, P=-53.87W
135      | 141157.78       | 643.83     | 静置 (Rest)                           | I=    0.0mA, V=3.58V, P=  0.00W
136      | 141831.61       | 1766.86    | 恒流充电 (CC Charge)                    | I= 2990.2mA, V=3.95V, P= 11.82W
137      | 143628.47       | 1763.84    | 恒压充电 (CV Charge)                    | I=  956.2mA, V=4.20V, P=  4.02W
138      | 145422.31       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
139      | 146292.36       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14554.4mA, V=3.71V, P=-54.00W
140      | 146367.31       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4265.0mA, V=3.77V, P=-16.06W
141      | 147367.31       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-17250.6mA, V=3.13V, P=-53.87W
142      | 147473.31       | 649.15     | 静置 (Rest)                           | I=    0.0mA, V=3.57V, P=  0.00W
143      | 148152.46       | 1766.76    | 恒流充电 (CC Charge)                    | I= 2990.4mA, V=3.95V, P= 11.82W
144      | 149949.21       | 1767.34    | 恒压充电 (CV Charge)                    | I=  957.0mA, V=4.20V, P=  4.02W
145      | 151746.56       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
146      | 152616.61       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14555.8mA, V=3.71V, P=-53.99W
147      | 152691.56       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4265.4mA, V=3.77V, P=-16.06W
148      | 153691.56       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-17263.2mA, V=3.13V, P=-53.87W
149      | 153797.55       | 661.71     | 静置 (Rest)                           | I=    0.0mA, V=3.57V, P=  0.00W
150      | 154489.26       | 1767.86    | 恒流充电 (CC Charge)                    | I= 2990.7mA, V=3.95V, P= 11.82W
151      | 156287.12       | 1766.37    | 恒压充电 (CV Charge)                    | I=  956.0mA, V=4.20V, P=  4.02W
152      | 158083.49       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
153      | 158953.54       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14557.2mA, V=3.71V, P=-54.00W
154      | 159028.49       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4264.7mA, V=3.77V, P=-16.05W
155      | 160028.49       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-17266.6mA, V=3.13V, P=-53.87W
156      | 160134.49       | 670.39     | 静置 (Rest)                           | I=    0.0mA, V=3.57V, P=  0.00W
157      | 160834.88       | 1769.11    | 恒流充电 (CC Charge)                    | I= 2990.3mA, V=3.95V, P= 11.82W
158      | 162633.99       | 1728.02    | 恒压充电 (CV Charge)                    | I=  968.9mA, V=4.20V, P=  4.07W
159      | 164392.01       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
160      | 165262.05       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14551.8mA, V=3.71V, P=-53.99W
161      | 165337.01       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4264.5mA, V=3.77V, P=-16.05W
162      | 166337.01       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-17261.1mA, V=3.13V, P=-53.87W
163      | 166443.00       | 681.53     | 静置 (Rest)                           | I=    0.0mA, V=3.57V, P=  0.00W
164      | 167154.53       | 1772.86    | 恒流充电 (CC Charge)                    | I= 2990.0mA, V=3.96V, P= 11.83W
165      | 168957.39       | 1754.11    | 恒压充电 (CV Charge)                    | I=  951.1mA, V=4.20V, P=  3.99W
166      | 170741.50       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
167      | 171611.55       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14544.6mA, V=3.71V, P=-53.99W
168      | 171686.50       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4263.7mA, V=3.77V, P=-16.05W
169      | 172686.50       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-17254.4mA, V=3.13V, P=-53.87W
170      | 172792.50       | 680.79     | 静置 (Rest)                           | I=    0.0mA, V=3.57V, P=  0.00W
171      | 173503.29       | 1771.36    | 恒流充电 (CC Charge)                    | I= 2990.2mA, V=3.96V, P= 11.83W
172      | 175304.65       | 1746.80    | 恒压充电 (CV Charge)                    | I=  950.2mA, V=4.20V, P=  3.99W
173      | 177081.45       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
174      | 177951.50       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14544.0mA, V=3.71V, P=-54.00W
175      | 178026.45       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4264.2mA, V=3.77V, P=-16.06W
176      | 179026.45       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-17258.4mA, V=3.13V, P=-53.87W
177      | 179132.45       | 699.02     | 静置 (Rest)                           | I=    0.0mA, V=3.57V, P=  0.00W
178      | 179861.47       | 1773.15    | 恒流充电 (CC Charge)                    | I= 2990.5mA, V=3.96V, P= 11.83W
179      | 181664.62       | 1748.57    | 恒压充电 (CV Charge)                    | I=  947.6mA, V=4.20V, P=  3.98W
180      | 183443.19       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
181      | 184313.25       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14544.4mA, V=3.71V, P=-53.99W
182      | 184388.20       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4264.4mA, V=3.77V, P=-16.06W
183      | 185388.19       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-17264.0mA, V=3.13V, P=-53.87W
184      | 185494.19       | 701.05     | 静置 (Rest)                           | I=    0.0mA, V=3.57V, P=  0.00W
185      | 186225.24       | 1773.30    | 恒流充电 (CC Charge)                    | I= 2990.4mA, V=3.96V, P= 11.83W
186      | 188028.53       | 1748.33    | 恒压充电 (CV Charge)                    | I=  946.6mA, V=4.20V, P=  3.98W
187      | 189806.86       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
188      | 190676.92       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14547.8mA, V=3.71V, P=-54.00W
189      | 190751.87       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4263.9mA, V=3.77V, P=-16.05W
190      | 191751.86       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-17271.2mA, V=3.12V, P=-53.87W
191      | 191857.86       | 708.22     | 静置 (Rest)                           | I=    0.0mA, V=3.57V, P=  0.00W
192      | 192596.08       | 1772.99    | 恒流充电 (CC Charge)                    | I= 2990.2mA, V=3.96V, P= 11.83W
193      | 194399.07       | 1621.30    | 恒压充电 (CV Charge)                    | I= 1007.4mA, V=4.20V, P=  4.23W
194      | 196050.37       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
195      | 196920.43       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14551.1mA, V=3.71V, P=-53.99W
196      | 196995.38       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4265.6mA, V=3.77V, P=-16.05W
197      | 197995.37       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-17291.6mA, V=3.12V, P=-53.87W
198      | 198101.37       | 700.94     | 静置 (Rest)                           | I=    0.0mA, V=3.57V, P=  0.00W
199      | 198832.31       | 1778.56    | 恒流充电 (CC Charge)                    | I= 2990.2mA, V=3.95V, P= 11.82W
200      | 200640.87       | 1760.25    | 恒压充电 (CV Charge)                    | I=  949.7mA, V=4.20V, P=  3.99W
201      | 202431.12       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
202      | 203301.18       | 74.94      | 任务剖面: 起飞 (Take-off)                 | I=-14550.6mA, V=3.71V, P=-53.99W
203      | 203376.13       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4264.7mA, V=3.77V, P=-16.05W
204      | 204376.12       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-17286.9mA, V=3.12V, P=-53.87W
205      | 204482.12       | 689.34     | 静置 (Rest)                           | I=    0.0mA, V=3.57V, P=  0.00W
206      | 205201.46       | 1773.24    | 恒流充电 (CC Charge)                    | I= 2990.3mA, V=3.96V, P= 11.83W
207      | 207004.70       | 1651.29    | 恒压充电 (CV Charge)                    | I=  992.7mA, V=4.20V, P=  4.17W
208      | 208685.99       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.18V, P=  0.00W
209      | 209556.04       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14552.9mA, V=3.71V, P=-54.00W
210      | 209630.99       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4266.1mA, V=3.77V, P=-16.05W
211      | 210630.99       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-17298.7mA, V=3.12V, P=-53.87W
212      | 210736.99       | 706.08     | 静置 (Rest)                           | I=    0.0mA, V=3.57V, P=  0.00W
213      | 211473.07       | 1778.40    | 恒流充电 (CC Charge)                    | I= 2990.3mA, V=3.95V, P= 11.82W
214      | 213281.46       | 1761.24    | 恒压充电 (CV Charge)                    | I=  948.6mA, V=4.20V, P=  3.98W
215      | 215072.71       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
216      | 215942.76       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14554.9mA, V=3.71V, P=-53.99W
217      | 216017.71       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4265.7mA, V=3.77V, P=-16.05W
218      | 217017.71       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-17305.4mA, V=3.12V, P=-53.87W
219      | 217123.70       | 690.95     | 静置 (Rest)                           | I=    0.0mA, V=3.57V, P=  0.00W
220      | 217844.65       | 1774.05    | 恒流充电 (CC Charge)                    | I= 2990.5mA, V=3.96V, P= 11.83W
221      | 219648.71       | 1762.26    | 恒压充电 (CV Charge)                    | I=  948.4mA, V=4.20V, P=  3.98W
222      | 221440.96       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
223      | 222311.01       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14556.6mA, V=3.71V, P=-53.99W
224      | 222385.97       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4265.1mA, V=3.77V, P=-16.05W
225      | 223385.96       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-17306.7mA, V=3.12V, P=-53.87W
226      | 223491.96       | 708.57     | 静置 (Rest)                           | I=    0.0mA, V=3.57V, P=  0.00W
227      | 224230.53       | 1773.58    | 恒流充电 (CC Charge)                    | I= 2990.3mA, V=3.96V, P= 11.83W
228      | 226034.10       | 1770.13    | 恒压充电 (CV Charge)                    | I=  935.5mA, V=4.20V, P=  3.93W
229      | 227834.24       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
230      | 228704.29       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14559.0mA, V=3.71V, P=-53.99W
231      | 228779.24       | 1000.00    | 任务剖面: 巡航 (Cruise)                   | I=-4265.5mA, V=3.77V, P=-16.05W
232      | 229779.24       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-17312.9mA, V=3.12V, P=-53.87W
