--- 分析日志 for: .\VAH28.csv ---
--- 协议: 10% power reduction ---

发现 8337 个由Ns变化定义的片段。

片段 #     | 起始时间(s)         | 持续(s)      | 状态标签                                | 依据 (I, V, P)
14       | 33736.41        | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3799.6mA, V=3.84V, P=-14.57W
15       | 34536.41        | 105.00     | 任务剖面: 降落 (Landing)                  | I=-14058.2mA, V=3.38V, P=-47.32W
16       | 34671.41        | 444.85     | 静置 (Rest)                           | I=    0.0mA, V=3.73V, P=  0.00W
17       | 35146.26        | 1197.02    | 恒流充电 (CC Charge)                    | I= 3002.5mA, V=4.02V, P= 12.07W
18       | 36373.28        | 1980.67    | 恒压充电 (CV Charge)                    | I=  896.9mA, V=4.20V, P=  3.77W
19       | 38383.94        | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
20       | 39253.99        | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-12849.1mA, V=3.76V, P=-48.26W
21       | 39328.94        | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3798.0mA, V=3.84V, P=-14.57W
22       | 40128.94        | 105.00     | 任务剖面: 降落 (Landing)                  | I=-14076.8mA, V=3.37V, P=-47.32W
23       | 40263.94        | 450.00     | 静置 (Rest)                           | I=    0.0mA, V=3.73V, P=  0.00W
24       | 40743.94        | 1198.53    | 恒流充电 (CC Charge)                    | I= 3002.8mA, V=4.02V, P= 12.07W
25       | 41972.47        | 1948.25    | 恒压充电 (CV Charge)                    | I=  914.5mA, V=4.20V, P=  3.84W
26       | 43950.72        | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
27       | 44820.77        | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-12839.4mA, V=3.76V, P=-48.26W
28       | 44895.73        | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3796.1mA, V=3.84V, P=-14.57W
29       | 45695.72        | 105.00     | 任务剖面: 降落 (Landing)                  | I=-14083.0mA, V=3.37V, P=-47.32W
30       | 45830.72        | 454.08     | 静置 (Rest)                           | I=    0.0mA, V=3.73V, P=  0.00W
31       | 46314.80        | 1200.58    | 恒流充电 (CC Charge)                    | I= 3002.6mA, V=4.02V, P= 12.08W
32       | 47545.38        | 1930.54    | 恒压充电 (CV Charge)                    | I=  909.9mA, V=4.20V, P=  3.82W
33       | 49505.92        | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
34       | 50375.97        | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-12837.6mA, V=3.76V, P=-48.27W
35       | 50450.92        | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3795.7mA, V=3.84V, P=-14.57W
36       | 51250.92        | 105.00     | 任务剖面: 降落 (Landing)                  | I=-14092.6mA, V=3.37V, P=-47.32W
37       | 51385.92        | 447.60     | 静置 (Rest)                           | I=    0.0mA, V=3.72V, P=  0.00W
38       | 51863.52        | 1204.50    | 恒流充电 (CC Charge)                    | I= 3003.0mA, V=4.02V, P= 12.08W
39       | 53098.02        | 1914.68    | 恒压充电 (CV Charge)                    | I=  917.6mA, V=4.20V, P=  3.85W
40       | 55042.70        | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
41       | 55912.74        | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-12836.4mA, V=3.76V, P=-48.27W
42       | 55987.70        | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3795.8mA, V=3.84V, P=-14.57W
43       | 56787.70        | 105.00     | 任务剖面: 降落 (Landing)                  | I=-14101.0mA, V=3.37V, P=-47.32W
44       | 56922.69        | 440.24     | 静置 (Rest)                           | I=    0.0mA, V=3.72V, P=  0.00W
45       | 57392.93        | 1206.78    | 恒流充电 (CC Charge)                    | I= 3003.3mA, V=4.02V, P= 12.08W
46       | 58629.71        | 1907.87    | 恒压充电 (CV Charge)                    | I=  915.5mA, V=4.20V, P=  3.84W
47       | 60567.58        | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
48       | 61437.62        | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-12832.8mA, V=3.76V, P=-48.27W
49       | 61512.58        | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3795.5mA, V=3.84V, P=-14.57W
50       | 62312.58        | 105.00     | 任务剖面: 降落 (Landing)                  | I=-14106.5mA, V=3.37V, P=-47.32W
51       | 62447.58        | 425.77     | 静置 (Rest)                           | I=    0.0mA, V=3.72V, P=  0.00W
52       | 62903.35        | 1207.74    | 恒流充电 (CC Charge)                    | I= 3003.7mA, V=4.02V, P= 12.08W
53       | 64141.09        | 1908.13    | 恒压充电 (CV Charge)                    | I=  913.6mA, V=4.20V, P=  3.84W
54       | 66079.22        | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
55       | 66949.27        | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-12831.8mA, V=3.77V, P=-48.28W
56       | 67024.22        | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3796.5mA, V=3.84V, P=-14.57W
57       | 67824.22        | 105.00     | 任务剖面: 降落 (Landing)                  | I=-14110.5mA, V=3.36V, P=-47.32W
58       | 67959.22        | 433.79     | 静置 (Rest)                           | I=    0.0mA, V=3.72V, P=  0.00W
59       | 68423.00        | 1208.33    | 恒流充电 (CC Charge)                    | I= 3004.0mA, V=4.02V, P= 12.08W
60       | 69661.33        | 1915.59    | 恒压充电 (CV Charge)                    | I=  912.6mA, V=4.20V, P=  3.83W
61       | 71606.92        | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
62       | 72476.96        | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-12831.9mA, V=3.77V, P=-48.28W
63       | 72551.92        | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3797.4mA, V=3.84V, P=-14.58W
64       | 73351.92        | 105.00     | 任务剖面: 降落 (Landing)                  | I=-14119.3mA, V=3.36V, P=-47.33W
65       | 73486.91        | 431.95     | 静置 (Rest)                           | I=    0.0mA, V=3.72V, P=  0.00W
66       | 73948.87        | 1209.60    | 恒流充电 (CC Charge)                    | I= 3004.3mA, V=4.02V, P= 12.08W
67       | 75188.47        | 1920.23    | 恒压充电 (CV Charge)                    | I=  899.0mA, V=4.20V, P=  3.78W
68       | 77138.70        | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
69       | 78008.74        | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-12832.0mA, V=3.77V, P=-48.28W
70       | 78083.70        | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3797.6mA, V=3.84V, P=-14.58W
71       | 78883.70        | 105.00     | 任务剖面: 降落 (Landing)                  | I=-14123.4mA, V=3.36V, P=-47.33W
72       | 79018.70        | 428.88     | 静置 (Rest)                           | I=    0.0mA, V=3.72V, P=  0.00W
73       | 79477.58        | 1211.73    | 恒流充电 (CC Charge)                    | I= 3004.0mA, V=4.02V, P= 12.08W
74       | 80719.31        | 1917.69    | 恒压充电 (CV Charge)                    | I=  908.6mA, V=4.20V, P=  3.82W
75       | 82667.00        | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
76       | 83537.04        | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-12828.0mA, V=3.77V, P=-48.28W
77       | 83612.00        | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3797.4mA, V=3.84V, P=-14.58W
78       | 84412.00        | 105.00     | 任务剖面: 降落 (Landing)                  | I=-14124.7mA, V=3.36V, P=-47.33W
79       | 84546.99        | 435.88     | 静置 (Rest)                           | I=    0.0mA, V=3.72V, P=  0.00W
80       | 85012.88        | 1212.78    | 恒流充电 (CC Charge)                    | I= 3003.3mA, V=4.02V, P= 12.07W
81       | 86255.66        | 1912.36    | 恒压充电 (CV Charge)                    | I=  907.4mA, V=4.20V, P=  3.81W
82       | 88198.02        | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
83       | 89068.07        | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-12820.0mA, V=3.77V, P=-48.28W
84       | 89143.02        | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3796.0mA, V=3.84V, P=-14.58W
85       | 89943.02        | 105.00     | 任务剖面: 降落 (Landing)                  | I=-14115.9mA, V=3.36V, P=-47.33W
86       | 90078.02        | 448.87     | 静置 (Rest)                           | I=    0.0mA, V=3.72V, P=  0.00W
87       | 90556.89        | 1215.56    | 恒流充电 (CC Charge)                    | I= 3002.8mA, V=4.02V, P= 12.07W
88       | 91802.45        | 1904.32    | 恒压充电 (CV Charge)                    | I=  902.4mA, V=4.20V, P=  3.79W
89       | 93736.77        | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
90       | 94606.82        | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-12814.4mA, V=3.77V, P=-48.28W
91       | 94681.77        | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3794.6mA, V=3.84V, P=-14.57W
92       | 95481.77        | 105.00     | 任务剖面: 降落 (Landing)                  | I=-14107.9mA, V=3.37V, P=-47.33W
93       | 95616.77        | 454.14     | 静置 (Rest)                           | I=    0.0mA, V=3.72V, P=  0.00W
94       | 96100.91        | 1219.34    | 恒流充电 (CC Charge)                    | I= 3002.2mA, V=4.02V, P= 12.07W
95       | 97350.25        | 1890.67    | 恒压充电 (CV Charge)                    | I=  896.6mA, V=4.20V, P=  3.77W
96       | 99270.92        | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
97       | 100140.97       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-12809.0mA, V=3.77V, P=-48.28W
98       | 100215.92       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3793.7mA, V=3.84V, P=-14.57W
99       | 101015.92       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-14102.9mA, V=3.37V, P=-47.33W
100      | 101150.92       | 498.06     | 静置 (Rest)                           | I=    0.0mA, V=3.72V, P=  0.00W
101      | 101678.98       | 1219.39    | 恒流充电 (CC Charge)                    | I= 3002.0mA, V=4.02V, P= 12.07W
102      | 102928.37       | 1886.25    | 恒压充电 (CV Charge)                    | I=  907.6mA, V=4.20V, P=  3.81W
103      | 104844.62       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
104      | 105714.66       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-12806.3mA, V=3.77V, P=-48.28W
105      | 105789.62       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3793.3mA, V=3.84V, P=-14.57W
106      | 106589.62       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-14105.1mA, V=3.37V, P=-47.33W
107      | 106724.61       | 503.94     | 静置 (Rest)                           | I=    0.0mA, V=3.72V, P=  0.00W
108      | 107258.55       | 1219.64    | 恒流充电 (CC Charge)                    | I= 3002.6mA, V=4.02V, P= 12.07W
109      | 108508.19       | 1889.88    | 恒压充电 (CV Charge)                    | I=  906.5mA, V=4.20V, P=  3.81W
110      | 110428.07       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
111      | 111298.11       | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-12802.0mA, V=3.77V, P=-48.28W
112      | 111373.07       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3792.8mA, V=3.84V, P=-14.57W
113      | 112173.07       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-14099.1mA, V=3.37V, P=-47.33W
114      | 112308.07       | 512.58     | 静置 (Rest)                           | I=    0.0mA, V=3.73V, P=  0.00W
115      | 112850.64       | 1221.24    | 恒流充电 (CC Charge)                    | I= 3002.5mA, V=4.02V, P= 12.07W
116      | 114101.88       | 1883.46    | 恒压充电 (CV Charge)                    | I=  902.9mA, V=4.20V, P=  3.79W
117      | 116015.34       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
118      | 116885.39       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-12800.4mA, V=3.77V, P=-48.28W
119      | 116960.34       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3792.1mA, V=3.84V, P=-14.57W
120      | 117760.34       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-14101.5mA, V=3.37V, P=-47.33W
121      | 117895.34       | 515.45     | 静置 (Rest)                           | I=    0.0mA, V=3.73V, P=  0.00W
122      | 118440.79       | 1222.06    | 恒流充电 (CC Charge)                    | I= 3002.7mA, V=4.02V, P= 12.07W
123      | 119692.85       | 1874.86    | 恒压充电 (CV Charge)                    | I=  901.0mA, V=4.20V, P=  3.78W
124      | 121597.71       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
125      | 122467.75       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-12804.0mA, V=3.77V, P=-48.28W
126      | 122542.71       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3792.3mA, V=3.84V, P=-14.57W
127      | 123342.71       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-14110.5mA, V=3.37V, P=-47.33W
128      | 123477.70       | 505.56     | 静置 (Rest)                           | I=    0.0mA, V=3.72V, P=  0.00W
129      | 124013.27       | 1221.51    | 恒流充电 (CC Charge)                    | I= 3003.1mA, V=4.02V, P= 12.07W
130      | 125264.78       | 1872.67    | 恒压充电 (CV Charge)                    | I=  902.4mA, V=4.20V, P=  3.79W
131      | 127167.45       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
132      | 128037.50       | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-12810.2mA, V=3.77V, P=-48.28W
133      | 128112.45       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3793.3mA, V=3.84V, P=-14.57W
134      | 128912.45       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-14123.1mA, V=3.36V, P=-47.33W
135      | 129047.45       | 468.50     | 静置 (Rest)                           | I=    0.0mA, V=3.72V, P=  0.00W
136      | 129545.95       | 1220.01    | 恒流充电 (CC Charge)                    | I= 3003.1mA, V=4.02V, P= 12.07W
137      | 130795.96       | 1884.79    | 恒压充电 (CV Charge)                    | I=  905.9mA, V=4.20V, P=  3.80W
138      | 132710.75       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
139      | 133580.80       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-12815.9mA, V=3.77V, P=-48.28W
140      | 133655.75       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3794.2mA, V=3.84V, P=-14.57W
141      | 134455.75       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-14133.5mA, V=3.36V, P=-47.33W
142      | 134590.75       | 449.81     | 静置 (Rest)                           | I=    0.0mA, V=3.72V, P=  0.00W
143      | 135070.56       | 1219.40    | 恒流充电 (CC Charge)                    | I= 3003.3mA, V=4.02V, P= 12.07W
144      | 136319.95       | 1903.62    | 恒压充电 (CV Charge)                    | I=  895.8mA, V=4.20V, P=  3.76W
145      | 138253.58       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
146      | 139123.62       | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-12818.8mA, V=3.77V, P=-48.28W
147      | 139198.58       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3794.9mA, V=3.84V, P=-14.57W
148      | 139998.58       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-14134.0mA, V=3.36V, P=-47.33W
149      | 140133.57       | 461.73     | 静置 (Rest)                           | I=    0.0mA, V=3.72V, P=  0.00W
150      | 140625.30       | 1221.22    | 恒流充电 (CC Charge)                    | I= 3003.6mA, V=4.02V, P= 12.07W
151      | 141876.52       | 1870.89    | 恒压充电 (CV Charge)                    | I=  905.7mA, V=4.20V, P=  3.80W
152      | 143777.41       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
153      | 144647.45       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-12819.2mA, V=3.77V, P=-48.29W
154      | 144722.41       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3796.1mA, V=3.84V, P=-14.57W
155      | 145522.41       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-14135.5mA, V=3.36V, P=-47.33W
156      | 145657.41       | 472.13     | 静置 (Rest)                           | I=    0.0mA, V=3.72V, P=  0.00W
157      | 146159.54       | 1223.20    | 恒流充电 (CC Charge)                    | I= 3004.2mA, V=4.02V, P= 12.07W
158      | 147412.74       | 1904.01    | 恒压充电 (CV Charge)                    | I=  892.3mA, V=4.20V, P=  3.75W
159      | 149346.75       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
160      | 150216.80       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-12818.5mA, V=3.77V, P=-48.29W
161      | 150291.75       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3796.4mA, V=3.84V, P=-14.58W
162      | 151091.75       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-14140.3mA, V=3.36V, P=-47.33W
163      | 151226.75       | 452.94     | 静置 (Rest)                           | I=    0.0mA, V=3.72V, P=  0.00W
164      | 151709.69       | 1221.44    | 恒流充电 (CC Charge)                    | I= 3004.4mA, V=4.02V, P= 12.07W
165      | 152961.13       | 1909.88    | 恒压充电 (CV Charge)                    | I=  893.3mA, V=4.20V, P=  3.75W
166      | 154901.00       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
167      | 155771.05       | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-12797.0mA, V=3.77V, P=-48.22W
168      | 155846.01       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3796.2mA, V=3.84V, P=-14.58W
169      | 156646.01       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-14139.4mA, V=3.36V, P=-47.34W
170      | 156781.00       | 428.50     | 静置 (Rest)                           | I=    0.0mA, V=3.72V, P=  0.00W
171      | 157239.50       | 1221.95    | 恒流充电 (CC Charge)                    | I= 3003.4mA, V=4.02V, P= 12.06W
172      | 158491.45       | 1908.80    | 恒压充电 (CV Charge)                    | I=  892.3mA, V=4.20V, P=  3.75W
173      | 160430.25       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
174      | 161300.30       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-12815.9mA, V=3.77V, P=-48.28W
175      | 161375.25       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3796.0mA, V=3.84V, P=-14.58W
176      | 162175.25       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-14136.7mA, V=3.36V, P=-47.33W
177      | 162310.25       | 456.37     | 静置 (Rest)                           | I=    0.0mA, V=3.72V, P=  0.00W
178      | 162796.62       | 1224.60    | 恒流充电 (CC Charge)                    | I= 3002.9mA, V=4.02V, P= 12.06W
179      | 164051.22       | 1902.63    | 恒压充电 (CV Charge)                    | I=  889.0mA, V=4.20V, P=  3.73W
180      | 165983.86       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
181      | 166853.90       | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-12814.8mA, V=3.77V, P=-48.28W
182      | 166928.86       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3795.6mA, V=3.84V, P=-14.57W
183      | 167728.86       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-14138.8mA, V=3.36V, P=-47.33W
184      | 167863.86       | 463.38     | 静置 (Rest)                           | I=    0.0mA, V=3.72V, P=  0.00W
185      | 168357.24       | 1224.22    | 恒流充电 (CC Charge)                    | I= 3002.3mA, V=4.02V, P= 12.06W
186      | 169611.46       | 1905.20    | 恒压充电 (CV Charge)                    | I=  889.5mA, V=4.20V, P=  3.74W
187      | 171546.66       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
188      | 172416.71       | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-12796.3mA, V=3.77V, P=-48.22W
189      | 172491.66       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3795.6mA, V=3.84V, P=-14.57W
190      | 173291.66       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-14141.1mA, V=3.36V, P=-47.33W
191      | 173426.66       | 467.13     | 静置 (Rest)                           | I=    0.0mA, V=3.72V, P=  0.00W
192      | 173923.79       | 1223.87    | 恒流充电 (CC Charge)                    | I= 3002.0mA, V=4.02V, P= 12.06W
193      | 175177.66       | 1918.67    | 恒压充电 (CV Charge)                    | I=  890.0mA, V=4.20V, P=  3.74W
194      | 177126.33       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
195      | 177996.37       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-12817.3mA, V=3.77V, P=-48.28W
196      | 178071.33       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3795.6mA, V=3.84V, P=-14.57W
197      | 178871.33       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-14145.2mA, V=3.36V, P=-47.33W
198      | 179006.32       | 461.27     | 静置 (Rest)                           | I=    0.0mA, V=3.72V, P=  0.00W
199      | 179497.59       | 1223.62    | 恒流充电 (CC Charge)                    | I= 3002.0mA, V=4.02V, P= 12.06W
200      | 180751.22       | 1925.49    | 恒压充电 (CV Charge)                    | I=  877.8mA, V=4.20V, P=  3.69W
201      | 182706.71       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
202      | 183576.75       | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-12817.9mA, V=3.77V, P=-48.28W
203      | 183651.71       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3795.6mA, V=3.84V, P=-14.57W
204      | 184451.71       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-14147.0mA, V=3.36V, P=-47.33W
205      | 184586.70       | 467.82     | 静置 (Rest)                           | I=    0.0mA, V=3.72V, P=  0.00W
206      | 185084.53       | 1223.89    | 恒流充电 (CC Charge)                    | I= 3002.4mA, V=4.02V, P= 12.06W
207      | 186338.42       | 1919.64    | 恒压充电 (CV Charge)                    | I=  888.9mA, V=4.20V, P=  3.73W
208      | 188288.06       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
209      | 189158.11       | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-12816.9mA, V=3.77V, P=-48.28W
210      | 189233.07       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3795.3mA, V=3.84V, P=-14.57W
211      | 190033.06       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-14145.7mA, V=3.36V, P=-47.33W
212      | 190168.06       | 479.15     | 静置 (Rest)                           | I=    0.0mA, V=3.72V, P=  0.00W
213      | 190677.21       | 1224.75    | 恒流充电 (CC Charge)                    | I= 3002.9mA, V=4.02V, P= 12.06W
214      | 191931.96       | 1923.25    | 恒压充电 (CV Charge)                    | I=  875.4mA, V=4.20V, P=  3.68W
215      | 193885.22       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
216      | 194755.27       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-12818.1mA, V=3.77V, P=-48.28W
217      | 194830.22       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3795.2mA, V=3.84V, P=-14.57W
218      | 195630.22       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-14150.5mA, V=3.36V, P=-47.33W
219      | 195765.22       | 468.07     | 静置 (Rest)                           | I=    0.0mA, V=3.72V, P=  0.00W
220      | 196263.28       | 1224.65    | 恒流充电 (CC Charge)                    | I= 3002.7mA, V=4.02V, P= 12.06W
221      | 197517.93       | 1903.85    | 恒压充电 (CV Charge)                    | I=  887.0mA, V=4.20V, P=  3.73W
222      | 199451.78       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
223      | 200321.83       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-12819.1mA, V=3.77V, P=-48.28W
224      | 200396.78       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3794.9mA, V=3.84V, P=-14.57W
225      | 201196.78       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-14154.0mA, V=3.36V, P=-47.33W
226      | 201331.78       | 458.12     | 静置 (Rest)                           | I=    0.0mA, V=3.72V, P=  0.00W
227      | 201819.89       | 1225.76    | 恒流充电 (CC Charge)                    | I= 3002.9mA, V=4.02V, P= 12.06W
228      | 203075.65       | 1905.57    | 恒压充电 (CV Charge)                    | I=  886.7mA, V=4.20V, P=  3.72W
229      | 205011.22       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
230      | 205881.26       | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-12819.0mA, V=3.77V, P=-48.28W
231      | 205956.22       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-3794.7mA, V=3.84V, P=-14.57W
232      | 206756.22       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-14154.0mA, V=3.36V, P=-47.33W
233      | 206891.22       | 462.37     | 静置 (Rest)                           | I=    0.0mA, V=3.72V, P=  0.00W
