--- 分析日志 for: VAH20.csv ---
--- 协议: CC charge current 1.5C ---

清洗后发现 4304 个有效片段。

片段 #     | 起始时间(s)         | 持续(s)      | 状态标签                                | 依据 (I, V, P)
48       | 60018.81        | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14340.0mA, V=3.75V, P=-53.68W
49       | 60093.76        | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4264.6mA, V=3.81V, P=-16.25W
50       | 60893.76        | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16094.4mA, V=3.28V, P=-52.62W
51       | 61028.76        | 1013.67    | 静置 (Rest)                           | I=    0.0mA, V=3.68V, P=  0.00W
52       | 62072.43        | 838.59     | 恒流充电 (CC Charge)                    | I= 4488.5mA, V=4.01V, P= 18.01W
53       | 62941.02        | 1815.94    | 恒压充电 (CV Charge)                    | I= 1173.6mA, V=4.20V, P=  4.93W
54       | 64786.96        | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
55       | 65657.01        | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14341.4mA, V=3.75V, P=-53.68W
56       | 65731.97        | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4264.7mA, V=3.81V, P=-16.25W
57       | 66531.96        | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16104.4mA, V=3.28V, P=-52.62W
58       | 66666.96        | 1040.29    | 静置 (Rest)                           | I=    0.0mA, V=3.68V, P=  0.00W
59       | 67737.25        | 839.40     | 恒流充电 (CC Charge)                    | I= 4488.8mA, V=4.01V, P= 18.01W
60       | 68606.65        | 1812.91    | 恒压充电 (CV Charge)                    | I= 1173.0mA, V=4.20V, P=  4.93W
61       | 70449.56        | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
62       | 71319.61        | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14340.6mA, V=3.75V, P=-53.68W
63       | 71394.56        | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4265.6mA, V=3.81V, P=-16.25W
64       | 72194.56        | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16118.6mA, V=3.28V, P=-52.62W
65       | 72329.56        | 921.63     | 静置 (Rest)                           | I=    0.0mA, V=3.68V, P=  0.00W
66       | 73281.19        | 840.77     | 恒流充电 (CC Charge)                    | I= 4489.1mA, V=4.02V, P= 18.03W
67       | 74151.96        | 1807.37    | 恒压充电 (CV Charge)                    | I= 1170.8mA, V=4.20V, P=  4.92W
68       | 75989.33        | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
69       | 76859.38        | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14337.5mA, V=3.75V, P=-53.68W
70       | 76934.34        | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4264.7mA, V=3.81V, P=-16.25W
71       | 77734.33        | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16119.5mA, V=3.28V, P=-52.62W
72       | 77869.33        | 1019.37    | 静置 (Rest)                           | I=    0.0mA, V=3.68V, P=  0.00W
73       | 78918.70        | 839.98     | 恒流充电 (CC Charge)                    | I= 4488.8mA, V=4.01V, P= 18.01W
74       | 79788.69        | 1818.02    | 恒压充电 (CV Charge)                    | I= 1171.5mA, V=4.20V, P=  4.92W
75       | 81636.70        | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
76       | 82506.75        | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14336.6mA, V=3.75V, P=-53.68W
77       | 82581.71        | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4264.5mA, V=3.81V, P=-16.25W
78       | 83381.70        | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16119.5mA, V=3.28V, P=-52.62W
79       | 83516.70        | 1053.79    | 静置 (Rest)                           | I=    0.0mA, V=3.68V, P=  0.00W
80       | 84600.50        | 841.66     | 恒流充电 (CC Charge)                    | I= 4488.5mA, V=4.02V, P= 18.03W
81       | 85472.15        | 1800.31    | 恒压充电 (CV Charge)                    | I= 1168.7mA, V=4.20V, P=  4.91W
82       | 87302.46        | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
83       | 88172.51        | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14334.6mA, V=3.75V, P=-53.68W
84       | 88247.47        | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4264.9mA, V=3.81V, P=-16.25W
85       | 89047.46        | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16125.4mA, V=3.28V, P=-52.62W
86       | 89182.46        | 943.90     | 静置 (Rest)                           | I=    0.0mA, V=3.67V, P=  0.00W
87       | 90156.36        | 843.24     | 恒流充电 (CC Charge)                    | I= 4488.9mA, V=4.02V, P= 18.03W
88       | 91029.60        | 1793.12    | 恒压充电 (CV Charge)                    | I= 1183.0mA, V=4.20V, P=  4.97W
89       | 92852.72        | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
90       | 93722.77        | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14329.7mA, V=3.75V, P=-53.68W
91       | 93797.72        | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4264.0mA, V=3.81V, P=-16.25W
92       | 94597.72        | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16123.5mA, V=3.28V, P=-52.62W
93       | 94732.72        | 1028.73    | 静置 (Rest)                           | I=    0.0mA, V=3.68V, P=  0.00W
94       | 95791.44        | 842.21     | 恒流充电 (CC Charge)                    | I= 4488.8mA, V=4.02V, P= 18.03W
95       | 96663.65        | 1801.76    | 恒压充电 (CV Charge)                    | I= 1166.4mA, V=4.20V, P=  4.90W
96       | 98495.41        | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
97       | 99365.46        | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14331.0mA, V=3.75V, P=-53.68W
98       | 99440.41        | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4264.2mA, V=3.81V, P=-16.25W
99       | 100240.41       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16128.8mA, V=3.28V, P=-52.63W
100      | 100375.41       | 1068.89    | 静置 (Rest)                           | I=    0.0mA, V=3.68V, P=  0.00W
101      | 101474.30       | 842.78     | 恒流充电 (CC Charge)                    | I= 4488.8mA, V=4.02V, P= 18.03W
102      | 102347.08       | 1801.44    | 恒压充电 (CV Charge)                    | I= 1166.1mA, V=4.20V, P=  4.90W
103      | 104178.52       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
104      | 105048.57       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14332.9mA, V=3.75V, P=-53.68W
105      | 105123.52       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4264.8mA, V=3.81V, P=-16.25W
106      | 105923.52       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16138.5mA, V=3.27V, P=-52.62W
107      | 106058.52       | 957.72     | 静置 (Rest)                           | I=    0.0mA, V=3.67V, P=  0.00W
108      | 107046.24       | 843.81     | 恒流充电 (CC Charge)                    | I= 4488.8mA, V=4.02V, P= 18.03W
109      | 107920.05       | 1795.78    | 恒压充电 (CV Charge)                    | I= 1181.8mA, V=4.20V, P=  4.96W
110      | 109745.82       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
111      | 110615.87       | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14331.5mA, V=3.75V, P=-53.68W
112      | 110690.83       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4264.6mA, V=3.81V, P=-16.25W
113      | 111490.82       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16142.4mA, V=3.27V, P=-52.63W
114      | 111625.82       | 1028.08    | 静置 (Rest)                           | I=    0.0mA, V=3.67V, P=  0.00W
115      | 112683.90       | 842.51     | 恒流充电 (CC Charge)                    | I= 4489.1mA, V=4.02V, P= 18.03W
116      | 113556.41       | 1808.36    | 恒压充电 (CV Charge)                    | I= 1165.9mA, V=4.20V, P=  4.90W
117      | 115394.77       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
118      | 116264.81       | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14313.5mA, V=3.75V, P=-53.61W
119      | 116339.77       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4265.1mA, V=3.81V, P=-16.25W
120      | 117139.77       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16150.8mA, V=3.27V, P=-52.63W
121      | 117274.77       | 1049.58    | 静置 (Rest)                           | I=    0.0mA, V=3.67V, P=  0.00W
122      | 118354.35       | 843.58     | 恒流充电 (CC Charge)                    | I= 4488.9mA, V=4.02V, P= 18.03W
123      | 119227.93       | 1806.11    | 恒压充电 (CV Charge)                    | I= 1165.6mA, V=4.20V, P=  4.90W
124      | 121064.04       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
125      | 121934.09       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14337.8mA, V=3.75V, P=-53.68W
126      | 122009.04       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4265.8mA, V=3.81V, P=-16.25W
127      | 122809.04       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16160.5mA, V=3.27V, P=-52.63W
128      | 122944.04       | 925.16     | 静置 (Rest)                           | I=    0.0mA, V=3.67V, P=  0.00W
129      | 123899.20       | 844.45     | 恒流充电 (CC Charge)                    | I= 4488.6mA, V=4.01V, P= 18.02W
130      | 124773.65       | 1760.81    | 恒压充电 (CV Charge)                    | I= 1198.6mA, V=4.20V, P=  5.03W
131      | 126564.46       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
132      | 127434.50       | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14337.3mA, V=3.75V, P=-53.68W
133      | 127509.46       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4265.6mA, V=3.81V, P=-16.25W
134      | 128309.46       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16163.4mA, V=3.27V, P=-52.62W
135      | 128444.46       | 1009.13    | 静置 (Rest)                           | I=    0.0mA, V=3.67V, P=  0.00W
136      | 129483.59       | 844.65     | 恒流充电 (CC Charge)                    | I= 4489.2mA, V=4.02V, P= 18.02W
137      | 130358.23       | 1819.50    | 恒压充电 (CV Charge)                    | I= 1165.0mA, V=4.20V, P=  4.89W
138      | 132207.74       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
139      | 133077.78       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14343.7mA, V=3.75V, P=-53.68W
140      | 133152.74       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4266.1mA, V=3.81V, P=-16.25W
141      | 133952.74       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16171.9mA, V=3.27V, P=-52.63W
142      | 134087.73       | 1006.01    | 静置 (Rest)                           | I=    0.0mA, V=3.67V, P=  0.00W
143      | 135123.74       | 844.07     | 恒流充电 (CC Charge)                    | I= 4489.0mA, V=4.02V, P= 18.02W
144      | 135997.81       | 1819.58    | 恒压充电 (CV Charge)                    | I= 1165.1mA, V=4.20V, P=  4.89W
145      | 137847.40       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
146      | 138717.44       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14346.3mA, V=3.75V, P=-53.68W
147      | 138792.40       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4267.2mA, V=3.81V, P=-16.25W
148      | 139592.40       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16185.9mA, V=3.27V, P=-52.63W
149      | 139727.39       | 891.29     | 静置 (Rest)                           | I=    0.0mA, V=3.67V, P=  0.00W
150      | 140648.69       | 844.76     | 恒流充电 (CC Charge)                    | I= 4488.9mA, V=4.01V, P= 18.02W
151      | 141523.45       | 1818.01    | 恒压充电 (CV Charge)                    | I= 1164.5mA, V=4.20V, P=  4.89W
152      | 143371.46       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
153      | 144241.51       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14346.2mA, V=3.75V, P=-53.68W
154      | 144316.46       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4267.0mA, V=3.81V, P=-16.25W
155      | 145116.46       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16187.4mA, V=3.26V, P=-52.63W
156      | 145251.46       | 938.21     | 静置 (Rest)                           | I=    0.0mA, V=3.67V, P=  0.00W
157      | 146219.67       | 844.18     | 恒流充电 (CC Charge)                    | I= 4488.7mA, V=4.01V, P= 18.02W
158      | 147093.85       | 1770.71    | 恒压充电 (CV Charge)                    | I= 1181.6mA, V=4.20V, P=  4.96W
159      | 148894.56       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
160      | 149764.61       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14330.3mA, V=3.74V, P=-53.61W
161      | 149839.56       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4268.0mA, V=3.81V, P=-16.25W
162      | 150639.56       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16199.5mA, V=3.26V, P=-52.62W
163      | 150774.56       | 961.84     | 静置 (Rest)                           | I=    0.0mA, V=3.67V, P=  0.00W
164      | 151766.39       | 846.30     | 恒流充电 (CC Charge)                    | I= 4488.8mA, V=4.01V, P= 18.02W
165      | 152642.70       | 1830.07    | 恒压充电 (CV Charge)                    | I= 1148.7mA, V=4.20V, P=  4.82W
166      | 154502.77       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
167      | 155372.82       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14352.7mA, V=3.74V, P=-53.68W
168      | 155447.77       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4268.0mA, V=3.81V, P=-16.25W
169      | 156247.77       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16201.3mA, V=3.26V, P=-52.62W
170      | 156382.77       | 980.27     | 静置 (Rest)                           | I=    0.0mA, V=3.67V, P=  0.00W
171      | 157393.04       | 844.60     | 恒流充电 (CC Charge)                    | I= 4488.7mA, V=4.01V, P= 18.02W
172      | 158267.64       | 1829.66    | 恒压充电 (CV Charge)                    | I= 1166.0mA, V=4.20V, P=  4.90W
173      | 160127.30       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
174      | 160997.35       | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14347.9mA, V=3.74V, P=-53.68W
175      | 161072.30       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4267.3mA, V=3.81V, P=-16.25W
176      | 161872.30       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16195.6mA, V=3.26V, P=-52.63W
177      | 162007.30       | 982.88     | 静置 (Rest)                           | I=    0.0mA, V=3.67V, P=  0.00W
178      | 163020.18       | 845.17     | 恒流充电 (CC Charge)                    | I= 4488.9mA, V=4.01V, P= 18.02W
179      | 163895.35       | 1825.97    | 恒压充电 (CV Charge)                    | I= 1163.8mA, V=4.20V, P=  4.89W
180      | 165751.32       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
181      | 166621.36       | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14349.3mA, V=3.74V, P=-53.68W
182      | 166696.32       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4267.6mA, V=3.81V, P=-16.25W
183      | 167496.32       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16196.0mA, V=3.26V, P=-52.63W
184      | 167631.32       | 1010.88    | 静置 (Rest)                           | I=    0.0mA, V=3.67V, P=  0.00W
185      | 168672.20       | 845.76     | 恒流充电 (CC Charge)                    | I= 4489.0mA, V=4.01V, P= 18.02W
186      | 169547.96       | 1821.43    | 恒压充电 (CV Charge)                    | I= 1163.1mA, V=4.20V, P=  4.88W
187      | 171399.39       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
188      | 172269.44       | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14346.9mA, V=3.75V, P=-53.68W
189      | 172344.39       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4267.5mA, V=3.81V, P=-16.25W
190      | 173144.39       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16198.4mA, V=3.26V, P=-52.63W
191      | 173279.39       | 1020.96    | 静置 (Rest)                           | I=    0.0mA, V=3.67V, P=  0.00W
192      | 174330.35       | 845.41     | 恒流充电 (CC Charge)                    | I= 4488.7mA, V=4.01V, P= 18.02W
193      | 175205.77       | 1820.83    | 恒压充电 (CV Charge)                    | I= 1163.3mA, V=4.20V, P=  4.89W
194      | 177056.59       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
195      | 177926.64       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14345.1mA, V=3.75V, P=-53.69W
196      | 178001.60       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4267.0mA, V=3.81V, P=-16.25W
197      | 178801.59       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16194.3mA, V=3.26V, P=-52.62W
198      | 178936.59       | 1032.16    | 静置 (Rest)                           | I=    0.0mA, V=3.67V, P=  0.00W
199      | 179998.76       | 845.79     | 恒流充电 (CC Charge)                    | I= 4488.7mA, V=4.01V, P= 18.02W
200      | 180874.55       | 1822.58    | 恒压充电 (CV Charge)                    | I= 1161.8mA, V=4.20V, P=  4.88W
201      | 182727.13       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
202      | 183597.18       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14348.8mA, V=3.74V, P=-53.68W
203      | 183672.13       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4267.6mA, V=3.81V, P=-16.25W
204      | 184472.13       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16201.6mA, V=3.26V, P=-52.63W
205      | 184607.13       | 1028.98    | 静置 (Rest)                           | I=    0.0mA, V=3.67V, P=  0.00W
206      | 185666.11       | 846.80     | 恒流充电 (CC Charge)                    | I= 4488.9mA, V=4.01V, P= 18.02W
207      | 186542.91       | 1819.18    | 恒压充电 (CV Charge)                    | I= 1161.0mA, V=4.20V, P=  4.88W
208      | 188392.10       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
209      | 189262.14       | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14344.4mA, V=3.75V, P=-53.69W
210      | 189337.10       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4267.1mA, V=3.81V, P=-16.25W
211      | 190137.10       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16199.9mA, V=3.26V, P=-52.63W
212      | 190272.09       | 1026.61    | 静置 (Rest)                           | I=    0.0mA, V=3.67V, P=  0.00W
213      | 191328.71       | 846.25     | 恒流充电 (CC Charge)                    | I= 4488.5mA, V=4.01V, P= 18.02W
214      | 192204.96       | 1823.91    | 恒压充电 (CV Charge)                    | I= 1161.1mA, V=4.20V, P=  4.88W
215      | 194058.87       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
216      | 194928.92       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14345.0mA, V=3.75V, P=-53.69W
217      | 195003.87       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4266.7mA, V=3.81V, P=-16.25W
218      | 195803.87       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16201.1mA, V=3.26V, P=-52.63W
219      | 195938.87       | 1056.04    | 静置 (Rest)                           | I=    0.0mA, V=3.67V, P=  0.00W
220      | 197024.90       | 845.98     | 恒流充电 (CC Charge)                    | I= 4488.9mA, V=4.01V, P= 18.02W
221      | 197900.88       | 1827.35    | 恒压充电 (CV Charge)                    | I= 1161.0mA, V=4.20V, P=  4.88W
222      | 199758.23       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
223      | 200628.28       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14353.3mA, V=3.74V, P=-53.69W
224      | 200703.24       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4268.1mA, V=3.81V, P=-16.25W
225      | 201503.23       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16211.4mA, V=3.26V, P=-52.63W
226      | 201638.23       | 1029.25    | 静置 (Rest)                           | I=    0.0mA, V=3.67V, P=  0.00W
227      | 202697.48       | 847.01     | 恒流充电 (CC Charge)                    | I= 4489.2mA, V=4.01V, P= 18.02W
228      | 203574.49       | 1827.33    | 恒压充电 (CV Charge)                    | I= 1160.6mA, V=4.20V, P=  4.87W
229      | 205431.82       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
230      | 206301.88       | 74.95      | 任务剖面: 起飞 (Take-off)                 | I=-14352.6mA, V=3.74V, P=-53.69W
231      | 206376.83       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4268.4mA, V=3.81V, P=-16.25W
232      | 207176.82       | 105.00     | 任务剖面: 降落 (Landing)                  | I=-16219.8mA, V=3.26V, P=-52.63W
233      | 207311.82       | 998.38     | 静置 (Rest)                           | I=    0.0mA, V=3.67V, P=  0.00W
234      | 208340.20       | 846.23     | 恒流充电 (CC Charge)                    | I= 4489.0mA, V=4.01V, P= 18.02W
235      | 209216.43       | 1835.58    | 恒压充电 (CV Charge)                    | I= 1145.5mA, V=4.20V, P=  4.81W
236      | 211082.01       | 840.00     | 静置 (Rest)                           | I=    0.0mA, V=4.19V, P=  0.00W
237      | 211952.06       | 74.96      | 任务剖面: 起飞 (Take-off)                 | I=-14352.9mA, V=3.74V, P=-53.68W
238      | 212027.02       | 800.00     | 任务剖面: 巡航 (Cruise)                   | I=-4268.0mA, V=3.81V, P=-16.25W
